EmployeeNumber,Age,Education,EducationField,Gender,JobRole,NumCompaniesWorked,Over18,TotalWorkingYears,EmployeeNumber_HASH
1935,56,5,Marketing,Female,Sales Executive,4,Y,6,2e355fa8b5acf07f4608835401e5a6144f25c505ed9d2689f93df6382890a79c
1936,39,2,Medical,Male,Marketing Director,1,Y,10,3f46bdea034f311a14efe877f5592d84a7a6c97d9b917be3f55573311e6cdda7
1937,38,3,Medical,Female,Research Scientist,1,Y,20,c6f5c46f9e3daea6422f8a004682a5de6f6946a9cfb7c9ca71912c029a981403
1938,58,3,Life Sciences,Female,Manager,4,Y,29,6eac02c2ab0dc9378be87d5d04da2fd747fb2340dad4977778defee7da92f657
1939,32,2,Life Sciences,Female,Research Scientist,3,Y,8,94ad0b5b0a595b7eaafe9404423d8543b4c8dcfc26ecffb44f6894e2ca46fd61
1940,38,2,Life Sciences,Male,Research Scientist,2,Y,10,d0ab864a17dbd8a07dda05a58ac74d4894b7effa8e1c5152d71adf8b1fcc24d9
1941,49,1,Life Sciences,Male,Research Director,3,Y,28,5933b0b35d5d3e9d1f53fbce9403c5672883fff37f429dc1da26881f47415672
1943,42,4,Marketing,Male,Sales Executive,3,Y,14,66a7a5807c3130eb2d0b55bb260a6a001b9d62095c94b753cbb215f3e4f099e1
1944,27,3,Human Resources,Female,Human Resources,1,Y,1,f513a0aa4f8f39744c6fddf2b5eb18cc1eac55ca866a1b243d835362a023f243
1945,35,4,Medical,Male,Sales Executive,0,Y,6,060672b8531404f598515957df33d6387e0647cbc382d35ef286fa3466362384
1947,28,3,Medical,Male,Research Scientist,1,Y,5,8eec27653c19ed078b2f3bae16ff901d16347d7917d2b8e2317914e2437bf324
1948,31,2,Medical,Male,Research Scientist,1,Y,4,03b0bd366e8184f8d871c3a7c7cc26c73c25b54ff54c64b28b10b898242cdc8a
1949,36,4,Life Sciences,Male,Technician,1,Y,5,82887006d04d939ffca870bc268a940df6cf01dbdf12e228ccf476d07d7c9424
1950,34,3,Marketing,Male,Sales Executive,1,Y,14,3f5f3806e425deac33023e9764d08ac98397e6f1bc8599743cbb15a9cfdf8929
1951,34,4,Medical,Male,Sales Executive,1,Y,9,3510a92fc7dd04f69b1aeeef5489ef168dbf1d9c4d528b8f4af4240a8b295ab4
1952,26,3,Medical,Male,Technician,0,Y,8,6ed701cfedb16ebd91b2d185383115c6f9ce12f2f9c744d7d605be0002109362
1954,29,3,Life Sciences,Male,Brand Representative,0,Y,6,98f3aaa79f6ba1759e046f873955785d869eec78b60ff7ad2f1bb62d50ea8a0a
1955,32,4,Medical,Female,Brand Representative,5,Y,9,b53a7292b38e011dbe6efc79c22d028ddd364da2e6b9aa182915572742330ea9
1956,31,3,Life Sciences,Male,Research Scientist,1,Y,10,04aa39fcb509e7842f0bd5b135b6181b0b57c8a74422838362f430351fc364f2
1960,28,3,Technical Degree,Male,Technician,5,Y,6,6606753e5a126d7068012a526d44c3eb2f7fcd09d5faeb30c77dbfd87ca7e758
1961,38,3,Life Sciences,Male,Sales Representative,4,Y,20,f7ac69722a0706c533afa393b1574a761a073df0a8280094d3500a4bbc9c2877
1962,35,4,Life Sciences,Female,Sales Executive,1,Y,10,9aec25da37c5143655198925302a995797eeef538933800b67b87c48de7ad120
1965,27,3,Marketing,Male,Sales Executive,1,Y,7,d7c7673ba8ca7b0f04b1af4df026cbea7fed5b8acf59b27d33ef988c60eff054
1966,32,4,Life Sciences,Male,Marketing Director,8,Y,8,c00cf031587d12c309358e85de8876b2738d3ef2cadd88db6b07318ea0ba8973
1967,31,4,Marketing,Male,Sales Executive,1,Y,10,50828327cbf487d99d22c77ef8f980e5d7c8b93e2a1d1b084e2dc6760240e738
1968,53,4,Life Sciences,Male,Sales Executive,6,Y,15,a48622b535728587fd351763d1296c7ec9cb5bc6743d5f22b011d5b5c3ef688f
1969,54,2,Life Sciences,Female,Research Scientist,3,Y,9,fd21cc3cb5062bc4ac714c489e1ca0e37a577c19ba23b0d00e9767f598d37636
1970,33,2,Life Sciences,Male,Brand Representative,1,Y,9,ad1f3889d0032e7c2791053060e4c044837353325fbd42cdeeef65638ed31c2a
1971,43,3,Life Sciences,Male,Brand Representative,1,Y,10,2b5d2ba5803e6fe3a2bc08b5f3965f47a92918a9c44b8090618d5d5a2876cf8c
1972,38,4,Other,Male,Human Resources,0,Y,7,0a95adbf8581859ae0cc477127abeaf4ad89916405c41855af8fbc482e1634e8
1973,55,4,Human Resources,Male,Manager,4,Y,35,9baed8fceea6e36d36670d72429d909547165efc038c293a14a41ef2edf83141
1974,31,1,Medical,Female,Technician,1,Y,1,ec54e99514663edb97adef400fbf34a77daae108303d3da8008a7dfb4cdf0f52
1975,39,4,Marketing,Male,Sales Executive,0,Y,21,20ee235b5de5b36244da6f9aa1cbdd032a90867ba92276ccc8c38c0d0d57fcec
1976,42,2,Life Sciences,Male,Research Scientist,1,Y,20,4c3aada37cf7fd3819b2da502a15f78f7ce5a2ce6d584b630344ff00dffc74ac
1979,31,3,Medical,Female,Research Director,4,Y,13,11d1ff4edd53407199c92b00cbc3abe8c9c5d5bed4414ad07b55c896b0e7a713
1980,54,3,Medical,Female,Marketing Director,6,Y,9,051c2e380d07844ffaca43743957f8c0efe2bdf74c6c1e6a9dcccb8d1a3c596b
1981,24,2,Life Sciences,Male,Brand Representative,1,Y,4,a78f19952edd18bf02b3c9eb704b088e2120941d6acb22f6f795c42796e60252
1982,23,2,Other,Male,Technician,1,Y,5,48deb732e8de8fe7995bbc2816520798fcab815f62165af4d53bbc24434c963e
1985,40,3,Technical Degree,Female,Technician,1,Y,10,78e370b587b145920213731b7c7c725e512b3b6577c51c800218a7c764c532ae
1986,40,2,Marketing,Female,Sales Executive,3,Y,15,8f8472a2f6ec348bfc7577a035c7f34a04c62f0c757b54687e1175236dcf393b
1987,25,3,Human Resources,Female,Human Resources,4,Y,6,744b93f9950fc38dad705556931ea48193b99dcb191cc9bd77097f65fbe2f0b8
1989,30,2,Medical,Male,Technician,1,Y,12,9113b98df80f877c7a2ee5d865a04c9514b4e9bf25a49d315b0b15f115d2f0d2
1992,25,1,Other,Male,Technician,6,Y,7,3f83e9ad5be63bd5bf2fd009fffe6b7dd4066243975bc962edc37459c17e65b9
1993,47,3,Medical,Male,Brand Representative,2,Y,25,8e71b24534e9f3fb3a71263359fed2b7ffb008265e0d34383e319f1b6f5c08f2
1994,33,2,Medical,Male,Technician,1,Y,1,1bc3201a9f24a2fe48f634f90d406aaf6cbf5e36e292870ecba98d74b065ee1b
1995,38,4,Life Sciences,Male,Sales Executive,0,Y,16,e78f27ab3ef177a9926e6b90e572b9853ce6cf4d87512836e9ae85807ec9d7fe
1996,31,2,Life Sciences,Male,Sales Representative,0,Y,3,3d1e557b540ac045b3b327994a351f08a443f9216f9b2b8d3a0f42b58671ac83
1997,38,4,Life Sciences,Male,Marketing Director,2,Y,10,0985b889a1fe4f4e1fb925061ac6fb2247f10875f5fcbe63eec2ab55ed68970e
1998,42,4,Life Sciences,Male,Research Scientist,6,Y,9,d54123de468bd42ea00dafbd777f85fe5fa1ff6404d9838c007953c25c92a1c5
1999,41,3,Life Sciences,Male,Research Scientist,3,Y,12,ce8457d59078a699acb70416f88155a96a906b7b7aad43708402e3a3bcc8a4b4
2000,47,1,Medical,Female,Research Director,0,Y,14,81a83544cf93c245178cbc1620030f1123f435af867c79d87135983c52ab39d9
2003,35,4,Medical,Male,Technician,7,Y,5,77459b9b941bcb4714d0c121313c900ecf30541d158eb2b9b178cdb8eca6457e
2007,22,2,Life Sciences,Male,Research Scientist,0,Y,4,f1cfa5ebb149e8099d561aae57beed6c68f990f45a910ea9d7b460dbcc5350be
2008,35,4,Medical,Male,Research Scientist,1,Y,10,e5e53c784d5d49de1cabb6e904bf3380026aadcb9769775a268dd304dd9aa2df
2009,33,2,Medical,Female,Brand Representative,0,Y,10,f37f3f2b0dc57a86dee4ba6ff855283bb4d2f0dea1c5bd1b708853444c2ffcec
2010,32,4,Life Sciences,Female,Technician,1,Y,6,7d12ba56e9f8b3dc64f77c87318c4f37bc12cfbf1a37573cdf3e4fa683f20155
2012,40,4,Life Sciences,Male,Technician,8,Y,8,4b9a7f50c0bb198c6f5414c5a8459f5d216d34ab521ea94c060ea35cac66f900
2013,32,4,Medical,Male,Sales Representative,0,Y,3,7931aa2a1bed855457d1ddf6bc06ab4406a9fba0579045a4d6ff78f9c07c440f
2014,39,1,Life Sciences,Male,Research Scientist,7,Y,18,96da37e95d5cc34fe3bef6c89428df859b8a217630d0c664da1daf1539caacf5
2015,38,3,Medical,Female,Research Director,3,Y,20,a85e9db4851f7cd3efb8db7bf69a07cfb97bc528b72785a9cff7bdfef7e2279d
2016,32,4,Marketing,Female,Sales Executive,1,Y,14,da6e2f539726fabd1f8cd7c9469a22b36769137975b28abc65fe2dc29e659b77
2017,37,3,Life Sciences,Female,Research Director,1,Y,16,46e67c525617663b392a53c0e94ba79e62db62a851fb175ae87756d4e73c9718
2018,25,2,Other,Female,Sales Executive,0,Y,6,152e69cf3c8e76c8d8b0aed924ddd1708e4c68624611af33d52c2c2814dd5df9
2019,52,4,Life Sciences,Male,Sales Representative,2,Y,16,023e33504ab909cf87a6f4e4e545090e40bdc0a2153e5b68b19f7fad2b737904
2020,44,3,Medical,Male,Research Scientist,6,Y,6,73a2af8864fc500fa49048bf3003776c19938f360e56bd03663866fb3087884a
2021,21,1,Medical,Male,Sales Representative,1,Y,2,1bea20e1df19b12013976de2b5e0e3d1fb4ba088b59fe53642c324298b21ffd9
2022,39,3,Life Sciences,Male,Manager,2,Y,21,b1ab1e892617f210425f658cf1d361b5489028c8771b56d845fe1c62c1fbc8b0
2023,23,3,Marketing,Male,Sales Representative,1,Y,1,d398b29d3dbbb9bf201d4c7e1c19ff9d43c15fd45a0cec46fbe9885ec3f6e97f
2024,36,3,Medical,Female,Sales Executive,0,Y,10,6557739a67283a8de383fc5c0997fbec7c5721a46f28f3235fc9607598d9016b
2025,36,2,Life Sciences,Female,Marketing Director,7,Y,18,b2b2f104d32c638903e151a9b20d6e27b41d8c0c84cf8458738f83ca2f1dd744
2026,56,4,Life Sciences,Male,Brand Representative,1,Y,13,158a323a7ba44870f23d96f1516dd70aa48e9a72db4ebb026b0a89e212a208ab
2027,29,4,Medical,Male,Research Scientist,9,Y,4,5313e5bf17148de844ff74be3663d47c6e361ca469b30a36337701233c89a15e
2031,42,3,Life Sciences,Male,Manager,5,Y,24,d740238f374425d95f71dcd05dd1486800f0887790b992b74ef41fbb5c8e1167
2032,56,2,Technical Degree,Male,Technician,8,Y,14,4432cb276ffc79e796e2f86c4aabb5a223462ff45d089d30e5c78c38318c55cf
2034,41,4,Life Sciences,Female,Marketing Director,0,Y,21,bae9aa4081f8783457c6886580a4c8a41fc7a3cdfe070f4e6edc9d7fe9a27207
2035,34,3,Marketing,Female,Sales Executive,1,Y,8,c7c1b4da9b9f745dff12aca04605cb7fb33baf4ba84c5b473b16ef1ed16f9c25
2036,36,4,Marketing,Male,Sales Executive,1,Y,15,97b3e84b5db5f23c51da10dba4f967a0723da721fc136aa00ca43da3ad5e3a6d
2037,41,3,Life Sciences,Male,Sales Executive,2,Y,14,3bbcf69de876e98ac944c5276eaeb44308c00a4e89260ad0067c7c9aeb4532b8
2038,32,3,Technical Degree,Male,Research Scientist,1,Y,4,b20a51d1d0cd4d4e2f5c6f6b9939e8a4d4db0fb202efc513a8e1cddf9021bf4e
2040,35,4,Life Sciences,Female,Human Resources,1,Y,9,df34d853f2f2f1f14b92359f695426dcefc150b3f3a886c05c045b37baa2ee99
2041,38,2,Life Sciences,Female,Sales Executive,1,Y,10,9e088cddb90e91e1ec3e4cae2aee41bd65d74434c60749d67e12fa74d5de9642
2044,50,4,Life Sciences,Male,Sales Executive,7,Y,12,2920b9489aa3f6afda2de41a7154c767e3dd4f564a184739efc93af235a83bc2
2045,36,4,Marketing,Female,Sales Executive,4,Y,8,5997fffe609051d65f99ba4fdec2d391d5a4d015d815f4c1f0f226c8eba64ea6
2046,45,3,Life Sciences,Female,Sales Executive,8,Y,8,53f15ca2c3a39541db966c5d52047590467b0d275a39b54dcb213b544a530c2c
2048,40,4,Life Sciences,Male,Research Scientist,2,Y,8,bfa0ec8bdf2946547879d50a68687ea32e2fa628db187357415858b633d194d9
2049,35,4,Life Sciences,Male,Brand Representative,1,Y,10,c7bf117459b946244dc57d552cabfe3329feb70dddd1584aec7419ecf290dca6
2051,40,4,Medical,Female,Research Scientist,2,Y,20,6f2555e982f65a24613902efb83d1c2a572bc73865dc8bc0b65667b3d792d50f
2052,35,4,Life Sciences,Female,Research Scientist,1,Y,4,a5ae3f2dbbf72da099be343eabff98aae7ac71c6f71cf1f1583825c92fd085ba
2053,29,2,Other,Male,Technician,4,Y,10,e5baabbb54bcea599793ede6f71485107203186274eaf8edf9d55e4f4cc581f3
2054,29,4,Medical,Female,Research Scientist,1,Y,5,793de180d506f6cf4f63933deae077478547c31145ade55de72f98cb6d8cc282
2055,50,3,Marketing,Male,Sales Executive,4,Y,20,d1f1775ac1327fc68a4e0a3d4eef9e450429cbfc8ab3fa9a1a39dc8dc67749a7
2056,39,1,Marketing,Female,Sales Executive,0,Y,21,88100ba34db736c9adec9ed7e8e3b56b6379e51f6009841c37a71bfabf8deabf
2057,31,3,Medical,Male,Marketing Director,0,Y,10,7b9b55714e6c4def992b3185355d5677a1814ae612c857b3841f1e4ace4ff2dd
2060,26,3,Other,Female,Sales Representative,0,Y,5,28e7234668777f9ed7a63b82eac501322fa9ac707238d8a3e9e89c599458ab13
2061,36,2,Medical,Male,Technician,4,Y,17,7907a88d77f29a7681a0dc6c89157ea3f45959944436301085c8a34a46fe4a77
2062,39,1,Medical,Male,Brand Representative,4,Y,9,8efb3a60255de6db1c77dcdaec905d1045a88e70dddd53d524fc4cb7d1a609d7
2064,27,3,Life Sciences,Male,Marketing Director,1,Y,6,a0119e19d7f710c158729bc4153a6996e891b54664262b502c7be665e0f2f042
2065,49,3,Medical,Male,Sales Executive,2,Y,17,899fe985e893b124dff8820c977e7dd623078c36161ae3cfe6f75c0c819a8157
2068,34,3,Medical,Male,Technician,2,Y,6,9bbf7a2c2940b4c95ea485f65a8731a1372aee56edca6ed31e66e7eb0f47e28b
